,rank,title,writer,year,citations,url,pdf_url,citations_url,explanation_detail,methodlist,objectlist,achivementlist
271,274.0,"[引用][C] 40343 照明設備からみたコンビニエンスストアの省エネルギー化の可能性 (各種建物のエネルギー・水消費, 環境工学 I)","青木俊樹， 湯淺和博 - 学術講演梗概集. D-, 環境工学 I, 室内音響・音環境 …,  - ci.nii.ac.jp",2008,2.0,https://ci.nii.ac.jp/naid/110007068456/,,"https://scholar.google.co.jp/scholar?cites=12317572097689706991&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 40343 照明 設備 コンビニエンスストア 省エネルギー 化 可能 性 ( 各種 建物 エネルギー 水 消費 環境 工学 I )
272,275.0, 美術館展示室の照明設計ツール,"服部祐介， 中村芳樹 - 日本建築学会大会学術講演梗概 …,  - nakamura.enveng.titech.ac.jp",2006,1.0,http://www.nakamura.enveng.titech.ac.jp/members/H17/04M30306.pdf,,"https://scholar.google.co.jp/scholar?cites=6790843851398041671&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,美術館 展示 室 照明 設計 ツール
273,276.0,白内障による彩度低下防止用照明,"篠田博之， 川野泰， 松原儀明， 横山光広… - 電子情報通信学会技術 …,  - ci.nii.ac.jp",2005,1.0,https://ci.nii.ac.jp/naid/110003272628/,,"https://scholar.google.co.jp/scholar?cites=9362166537512956589&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,白内障,,彩 度 低下 防止 用 照明
274,277.0,住宅居間における照度・色温度の好ましさに関する蛍光ランプと LED の比較模型実験,"大井尚行， 魯斌， 高橋浩伸 - 日本建築学会環境系論文集,  - jstage.jst.go.jp",2009,8.0,https://www.jstage.jst.go.jp/article/aije/74/638/74_638_421/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=3839837917115870252&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,住宅 居間,照度 色 温度 さ 蛍光 ランプ LED 比較 模型 実験
275,278.0,[引用][C] 空間の明るさ感評価指標 「Feu」 の開発と照明設計への適用,"岩井彌 - 照明学会誌, ",2009,2.0,,,"https://scholar.google.co.jp/scholar?cites=6920834594637220467&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 空間 さ 感 評価 指標 Feu 開発 照明 設計 適用
276,279.0,[引用][C] 新・照明教室 照明の基礎知識,"河野匡志 - 社) 照明学会, ",2005,2.0,,,"https://scholar.google.co.jp/scholar?cites=8639366533189473526&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 新 照明 教室 照明 基礎 知識
277,280.0,片頭痛患者に好ましい照明条件に関する検討,"奥田紫乃， 辰元宗人， 平田幸一 - 日本人間工学会大会講演集 日本人間 …,  - jstage.jst.go.jp",2012,1.0,https://www.jstage.jst.go.jp/article/jergo/48spl/0/48spl_128/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=16105470472483599833&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,頭痛 患者 照明 条件 検討
278,281.0,九州大学 USI における感性融合の照明研究,"大井尚行 - 照明学会誌= JOURNAL OF THE ILLUMINATING …,  - ci.nii.ac.jp",2007,1.0,https://ci.nii.ac.jp/naid/110006342904/,,"https://scholar.google.co.jp/scholar?cites=844378823466711105&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,九州大学 USI,感性 融合 照明 研究
279,282.0,[引用][C] 日中の照度色温度可変照明制御がパフォーマンスおよびサーカディアンリズムに及ぼす影響,"安河内朗， 南瓊， 戸田直宏， 野口公喜 - 平成  年度照明学会全国大会, ",2012,2.0,,,"https://scholar.google.co.jp/scholar?cites=16500424323644883164&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 日 中 照度 色 温度 可変 照明 制御 パフォーマンス サーカディアンリズム 影響
280,283.0,[引用][C] 屋内 LED 照明の不快グレア評価技術の開発-器具発光面の輝度均斉度が主観評価に与える影響,"東洋邦 - 照明学会全国大会講演論文集, ,  - ci.nii.ac.jp",2012,2.0,https://ci.nii.ac.jp/naid/20000992410/,,"https://scholar.google.co.jp/scholar?cites=17170159790669100953&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 屋内 LED 照明 不快 グレア 評価 技術 開発 - 器具 発光 面 輝度 均斉 度 主観 評価 影響
281,284.0,可視光通信を利用した省電力照明システムの開発,"田畑愛実， 大川水緒， 赤松駿一， 小嶋徹也… - 第  回全国大会講演 …,  - ipsj.ixsq.nii.ac.jp",2013,1.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=112276&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=10571652620501485691&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,可視 光通信,,電力 照明 システム 開発
282,285.0,青色照明光の心理的効果: 防犯灯・自殺防止灯の現状,"溝上陽子 - 照明学会誌,  - ci.nii.ac.jp",2013,1.0,https://ci.nii.ac.jp/naid/110009657939/,,"https://scholar.google.co.jp/scholar?cites=14364030767132761536&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,青色 照明 光 心理 的 効果 : 防犯 灯 自殺 防止 灯 現状
283,286.0,高齢者見守りのための照明検知センサの開発,"垣川貴尋， 中島一樹， 本谷享寛， 佐々木和男 - 電子情報通信学会技術研究 …,  - ci.nii.ac.jp",2010,1.0,https://ci.nii.ac.jp/naid/110008000942/,,"https://scholar.google.co.jp/scholar?cites=2914351697670964671&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,高齢 者,照明 検知 センサ 開発
284,287.0,[引用][C] 高効率低周波無電極ランプ 「エバーライト」(特集 照明技術),"城戸大志， 平松宏司， 小笠原宏 - 松下電工技報,  - ci.nii.ac.jp",2005,2.0,https://ci.nii.ac.jp/naid/40006646752/,,"https://scholar.google.co.jp/scholar?cites=5512887707484076892&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 高 効率 周波 電極 ランプ エバーライト ( 特集 照明 技術 )
285,288.0,[引用][C] LED 照明駆動用 IPD の開発 (特集 デバイス),"國松崇， 川邊桂太， 石田敏文 - パナソニック技報,  - ci.nii.ac.jp",2012,2.0,https://ci.nii.ac.jp/naid/40019297599/,,"https://scholar.google.co.jp/scholar?cites=16945449059230884676&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] LED 照明 駆動 用 IPD 開発 ( 特集 デバイス )
286,289.0,[引用][C] オフィス用 「サーカディアン照明システム」 の心理的効果 (特集 照明技術),"野口公喜， 片山就司， 伊藤武夫 - 松下電工技報,  - ci.nii.ac.jp",2005,2.0,https://ci.nii.ac.jp/naid/40006646755/,,"https://scholar.google.co.jp/scholar?cites=8702378487286807843&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] オフィス 用 サーカディアン 照明 システム 心理 的 効果 ( 特集 照明 技術 )
287,290.0,[引用][C] 通信照明システムに関する研究; 展示空間における利用メリットの考察およびシステムの試作,"登石久美子， 山本， 五十嵐雄哉 - 日本建築学会大会学術講演梗概集, D- …,  - ci.nii.ac.jp",2005,2.0,https://ci.nii.ac.jp/naid/110007067098/,,"https://scholar.google.co.jp/scholar?cites=5813509263500581355&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] 通信 照明 システム 研究 ; 展示 空間,利用 メリット 考察 システム 試作
288,291.0,[引用][C] 「眠りコンサルティングと体験」 ルームの照明システム (特集 照明技術),"吉田和雄， 井上学， 墨貞宏 - 松下電工技報,  - ci.nii.ac.jp",2005,2.0,https://ci.nii.ac.jp/naid/40006646756/,,"https://scholar.google.co.jp/scholar?cites=617343664695048460&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 眠り コンサルティング 体験 ルーム 照明 システム ( 特集 照明 技術 )
289,292.0,可視光照明を活用した音声通信システムの検討,"山南圭吾， 宮保憲治， 江川香奈 - 第  回全国大会講演論文集,  - ipsj.ixsq.nii.ac.jp",2014,1.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=105527&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=469368456392787571&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,可視 光 照明 活用 音声 通信 システム 検討
290,293.0,ビデオアノテーションを利用したサラウンド照明システムの開発,"杉村博， 宇佐美真， 村上隆史， 大和田茂… - 電気学会論文誌 C …,  - jstage.jst.go.jp",2015,1.0,https://www.jstage.jst.go.jp/article/ieejeiss/135/8/135_1034/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=15248938026017443747&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,ビデオアノテーション,,サラウンド 照明 システム 開発
291,294.0, 色見えを改善した LED 照明器具の開発,"岩永敏秀， 中村広隆， 市原茂， 山下利之， 下川昭夫… - 研究報告,  - iri-tokyo.jp",2013,1.0,https://www.iri-tokyo.jp/uploaded/attachment/1059.pdf,,"https://scholar.google.co.jp/scholar?cites=15632768336225802781&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,色 見え 改善 LED 照明 器具 開発
292,295.0,前方・後方照明強度比による透明感知覚の変化,"谿雄祐， 西島遼， 永井岳大， 鯉田孝和… - 映像情報メディア …,  - jstage.jst.go.jp",2014,1.0,https://www.jstage.jst.go.jp/article/itej/68/12/68_J534/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=17401639327465828056&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,前方 後方 照明 強度 比,,透明 感 知覚 変化
293,296.0,白色有機 EL 照明下での色弁別特性,"山内泰樹， 坂田勝亮， 平澤正勝 - 照明学会誌,  - jstage.jst.go.jp",2012,1.0,https://www.jstage.jst.go.jp/article/jieij/96/2/96_2_89/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=6047211653499592420&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,白色 有機 EL 照明 下 色 弁別 特性
294,297.0,LED 照明と蛍光灯下での色文字の可読性,"久保千穂， 山岸未沙子， 阿山みよし， 山羽和夫 - 照明学会誌,  - jstage.jst.go.jp",2013,1.0,https://www.jstage.jst.go.jp/article/jieij/97/5/97_255/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=16942256894458261116&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,LED 照明 蛍光 灯下 色 文字 可読性
295,298.0,施設用インバータ照明器具の放射ノイズ解析モデルの検討,"榎本篤志， 石原好之， 戸高敏之， 難波嘉彦… - 電子情報通信学会技術 …,  - ci.nii.ac.jp",2005,1.0,https://ci.nii.ac.jp/naid/110003206241/,,"https://scholar.google.co.jp/scholar?cites=11686537621716696876&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,施設 用 インバータ 照明 器具 放射 ノイズ 解析 モデル 検討
296,299.0,HLAC 特徴を用いた照明変化に頑健な物体認識,"白木孝義， 大津展之 - 電子情報通信学会技術研究報告,  - ci.nii.ac.jp",2005,1.0,https://ci.nii.ac.jp/naid/110003275978/,,"https://scholar.google.co.jp/scholar?cites=17480450201496056683&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,HLAC 特徴,,照明 変化 頑健 物体 認識
297,300.0,LED 照明を用いた食品に対する視覚的期待の設計,"辻村宗士， 柳澤秀吉 - 日本デザイン学会研究発表大会概要集,  - ci.nii.ac.jp",2013,1.0,https://ci.nii.ac.jp/naid/130005453848/,,"https://scholar.google.co.jp/scholar?cites=14135249472610813615&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,LED 照明 食品,視覚 的 期待 設計
298,301.0,美術館・博物館における最適な照明・色彩環境の研究 (3):-美術館・博物館展示照明における色質評価数の開発,"中島由貴， 渕田隆義 - 照明学会雑誌,  - ci.nii.ac.jp",2015,1.0,https://ci.nii.ac.jp/naid/130005090061/,,"https://scholar.google.co.jp/scholar?cites=4847690605821098471&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,美術館 博物館,最適 照明 色彩 環境 研究 ( 3 ):- 美術館 博物館 展示 照明
299,302.0,SIFT 特徴量に基づく Mean-Shift 探索による特徴点追跡,"都築勇司， 藤吉弘亘， 金出武雄 - 情報処理学会研究報告 …,  - ipsj.ixsq.nii.ac.jp",2007,14.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=52097&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=1730806982024830388&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,SIFT 特徴 量 Mean - Shift 探索,,特徴 点 追跡
300,303.0,トンネルの基本照明における限界輝度対比の検討,"伊東勇人， 森星豪， 平川恵士， 岡田晃夫 - 照明学会誌,  - jstage.jst.go.jp",2009,1.0,https://www.jstage.jst.go.jp/article/jieij/93/2/93_2_77/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=1797912947314488749&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,トンネル 基本 照明,限界 輝度 対比 検討
301,304.0, iPhoneOS と Arduino を用いた照明制御システム,"小山祐， 諏訪敬祐 - 東京都市大学横浜キャンパス情報メディア …,  - comm.tcu.ac.jp",2012,1.0,http://www.comm.tcu.ac.jp/cisj/13/13_02.pdf,,"https://scholar.google.co.jp/scholar?cites=17925046681998394690&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,iPhoneOS Arduino,,照明 制御 システム
302,305.0,暗視野照明を用いた生菌数計測の迅速化,"那須潜思， 竹茂求， 小川廣幸 - 電気関係学会東北支部連合大会講演 …,  - jstage.jst.go.jp",2006,1.0,https://www.jstage.jst.go.jp/article/tsjc/2006/0/2006_0_80/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=10675855149627487025&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,視野 照明,,菌 数 計測 迅速 化
303,306.0,トマトに含まれるリコペンの可視・近赤外分光法を用いる非破壊計測の可能性について,"伊藤秀和， 森本進 - 照明学会誌,  - jstage.jst.go.jp",2009,5.0,https://www.jstage.jst.go.jp/article/jieij/93/8A/93_8A_510/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=9726123762618731113&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,トマト リコペン 可視 赤 外 分光 法,,非破壊 計測 可能 性
304,307.0,夜間津波発生時の高台避難を支援する光環境整備計画,"前博之， 角舘政英， 小林茂雄 - 照明学会誌,  - jstage.jst.go.jp",2013,5.0,https://www.jstage.jst.go.jp/article/jieij/97/11/97_721/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=9780761339047421658&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,夜間 津波 発生 時 高台 避難 支援 光 環境 整備 計画
305,308.0,照明を利用した変状抽出手法に関する研究,"塩崎正人， 菊地典明， 前川了重， 益山茂樹… - … 論文集 F (土木情報学),  - jstage.jst.go.jp",2011,1.0,https://www.jstage.jst.go.jp/article/jscejcei/67/2/67_2_I_119/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=17009608778628849314&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,照明,,変 状 抽出 手法 研究
306,309.0,木炭 EDLC の試作とそれを利用した屋外 LED 照明,"福間眞澄， 内田孝幸， 福島志斗， 小川仁一… - 電気学会論文誌 A (基礎 …,  - jstage.jst.go.jp",2015,1.0,https://www.jstage.jst.go.jp/article/ieejfms/135/9/135_555/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=5829259657030402043&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,木炭 EDLC 試作 それ,,屋外 LED 照明
307,310.0, 光源の量子効率と発光効率 (1)(やさしい照明技術),"中川靖夫 - 照明学会誌,  - sucra.repo.nii.ac.jp",2008,1.0,https://sucra.repo.nii.ac.jp/?action=repository_action_common_download&item_id=13849&item_no=1&attribute_id=24&file_no=1,,"https://scholar.google.co.jp/scholar?cites=7954927176489855910&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,光源 量子 効率 発光 効率 ( 1 )( 照明 技術 )
308,311.0,明かりと照明デザインのこれから LED と白熱ランプを友達に,"面出薫 - 電気設備学会誌,  - jstage.jst.go.jp",2016,1.0,https://www.jstage.jst.go.jp/article/ieiej/36/1/36_37/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=7145830680498900561&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,明かり 照明 デザイン LED 白熱 ランプ 友達
309,312.0,トンネル照明の視認性評価指標に関する検討,"平川恵士， 唐澤宜典， 舟木剛， 吉田幸信 - 照明学会誌,  - jstage.jst.go.jp",2013,1.0,https://www.jstage.jst.go.jp/article/jieij/97/5/97_269/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=1336472926329945370&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,トンネル 照明 視認 性 評価 指標 検討
310,313.0, 緊急節電対策としての一時的な照明間引き,"西尾健一郎 - 電力中央研究所社会経済研究所ディスカッション …,  - criepi.denken.or.jp",2011,1.0,https://criepi.denken.or.jp/jp/serc/discussion/download/11003dp.pdf,,"https://scholar.google.co.jp/scholar?cites=14140205127284982755&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,緊急 節電 対策 一時 的 照明 間引き
311,314.0,ガンマ変換を用いた照明変動に頑健な物体検出,"冨樫由美子， 大町真一郎， 阿曽弘具 - 電子情報通信学会論文誌 D,  - search.ieice.org",2008,1.0,https://search.ieice.org/bin/pdf_link.php?category=D&fname=j91-d_8_2188&lang=&year=2008,,"https://scholar.google.co.jp/scholar?cites=1721470394829901667&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,ガンマ 変換,,照明 変動 頑健 物体 検出
312,315.0,位置情報を活用した照明制御システムの開発,"貞清一浩， 山田哲弥 - 日本建築学会計画系論文集,  - jstage.jst.go.jp",2013,1.0,https://www.jstage.jst.go.jp/article/aija/78/686/78_949/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=14689820617374524763&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,位置 情報 活用 照明 制御 システム 開発
313,316.0,平行高周波照明による透視画像の散乱光除去,"田中賢一郎， 向川康博， 八木康史 - 電子情報通信学会論文誌 D,  - search.ieice.org",2013,1.0,https://search.ieice.org/bin/summary.php?id=j96-d_8_1834,,"https://scholar.google.co.jp/scholar?cites=8454810808108240494&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,平行 高 周波 照明,,透視 画像 散乱 光 除去
